"NORTH FERRIBY (SWANLAND)",,,,,,,,,,,,
Grid ref,SE997280,Long,-0.489929,Lat,53.738862,,,,,,,
Station no,3392/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,1.90,2.07,4.28,,
February,,,,,,,,3.63,0.27,1.74,,
March,,,,,,,,1.66,1.32,1.02,,
April,,,,,,,,1.12,2.95,1.06,,
May,,,,,,,,2.46,0.35,0.73,,
June,,,,,,,,4.11,0.79,0.41,,
July,,,,,,,3.66,4.56,1.68,4.16,,
August,,,,,,,2.76,2.27,0.23,2.24,,
September,,,,,,,3.48,1.94,0.19,2.24,,
October,,,,,,,1.47,1.48,2.20,5.51,,
November,,,,,,,2.07,0.61,2.39,3.96,,
December,,,,,,,2.05,3.44,2.88,3.02,,
Total,,,,,,,,29.18,17.32,30.37,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,15.49,29.18,17.32,30.37,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
