"DISLEY (HIGHER STONERIDGE)",,,,,,,,,,,,
Grid ref,SJ975837,Long,-2.039018,Lat,53.350182,,,,,,,
Station no,2733/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.75,4.00,1.66,3.69,2.40,5.40,2.12,3.48,2.96,4.91,,
February,3.09,1.71,1.70,2.83,1.72,1.41,2.25,4.70,0.47,1.93,,
March,4.86,1.88,3.14,2.40,2.37,1.29,3.38,1.56,1.49,1.11,,
April,2.39,3.80,2.67,0.74,2.16,1.83,0.27,1.05,2.45,1.63,,
May,1.51,2.25,2.04,3.24,-999.00,1.39,1.45,2.81,0.85,1.68,,
June,2.05,2.71,2.87,3.64,3.17,3.24,1.78,5.51,1.97,1.84,,
July,4.34,4.03,6.48,6.77,0.92,5.82,5.31,4.88,3.46,5.96,,
August,4.61,1.52,4.77,5.25,0.84,8.89,4.60,5.54,0.28,5.77,,
September,1.96,3.87,2.67,4.35,2.01,2.44,7.00,3.48,0.22,3.50,,
October,1.12,3.23,2.06,6.89,2.55,2.52,3.94,3.38,3.28,3.77,,
November,8.15,2.56,2.68,6.50,1.92,1.06,1.61,1.71,3.94,4.99,,
December,4.84,3.55,1.67,5.15,3.76,4.40,4.05,3.39,5.30,3.57,,
Total,42.67,35.11,34.41,51.45,26.86,39.69,37.76,41.49,26.67,40.66,,
Calc annual,42.67,35.11,34.41,51.45,23.82,39.69,37.76,41.49,26.67,40.66,,
Difference,0.00,0.00,-0.00,0.00,3.04,-0.00,0.00,0.00,-0.00,-0.00,,
