"SOUTHALL (ASCOT GARDENS)",,,,,,,,,,,,
Grid ref,TQ130818,Long,-0.372599,Lat,51.523820,,,,,,,
Station no,843/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.10,3.82,1.52,2.37,2.21,1.99,,
February,,,,,1.35,0.16,2.73,2.42,0.09,2.09,,
March,,,,,1.00,0.80,1.19,1.40,1.90,1.64,,
April,,,,,0.34,1.01,0.27,1.35,2.16,0.53,,
May,,,,,4.33,0.27,0.83,2.35,0.41,1.97,,
June,,,,,2.20,2.17,0.68,4.07,0.53,1.62,,
July,,,,,0.38,4.46,3.37,2.18,1.90,3.56,,
August,,,,,0.92,4.30,1.98,3.05,1.27,3.21,,
September,,,,,1.93,1.20,2.28,5.00,0.27,3.77,,
October,,,,,2.64,4.20,2.01,2.49,1.84,5.82,,
November,,,,,1.17,0.46,2.27,2.26,2.24,3.91,,
December,,,,,1.76,2.80,1.77,3.19,3.51,2.31,,
Total,,,,,20.12,25.65,20.90,32.13,18.33,32.42,,
Calc annual,0.00,0.00,0.00,0.00,20.12,25.65,20.90,32.13,18.33,32.42,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,,
