"FEATHERSTONE (SEC. MOD. SCHOOL)",,,,,,,,,,,,
Grid ref,SE435200,Long,-1.342995,Lat,53.674667,,,,,,,
Station no,3175/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.23,0.32,1.61,1.53,5.40,1.56,,,,,
February,2.38,0.26,1.84,2.02,2.16,1.47,1.94,,,,,
March,2.45,1.61,0.45,1.39,2.50,0.82,1.22,,,,,
April,0.88,0.98,1.77,0.33,0.82,2.08,0.04,,,,,
May,4.20,1.34,1.94,3.26,3.14,0.52,0.73,,,,,
June,0.71,1.36,1.29,1.66,1.95,3.29,1.15,,,,,
July,3.08,0.97,2.21,1.41,0.72,6.93,4.33,,,,,
August,4.82,1.78,2.23,4.68,0.41,4.94,1.86,,,,,
September,1.92,1.60,0.96,1.74,1.05,2.36,2.91,,,,,
October,0.96,3.02,1.49,3.34,0.89,1.11,0.75,,,,,
November,6.05,1.26,1.69,3.99,1.75,1.30,1.87,,,,,
December,1.76,1.33,1.19,2.23,1.84,1.35,0.89,,,,,
Total,,16.74,17.38,27.66,18.76,31.57,19.25,,,,,
Calc annual,29.21,16.74,17.38,27.66,18.76,31.57,19.25,0.00,0.00,0.00,,
Difference,NaN,0.00,-0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
