"GLEN BRUAR (BRUAR LODGE)",,,,,,,,,,,,
Grid ref,NN833762,Long,-3.915709,Lat,56.862498,,,,,,,
Station no,5565,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,3.31,2.03,3.64,2.07,2.35,,,,,,
February,3.08,1.69,1.57,2.17,2.54,1.52,,,,,,
March,2.03,3.53,0.86,2.32,1.44,2.22,,,,,,
April,5.06,2.22,1.67,1.42,1.65,-999.00,,,,,,
May,2.70,4.22,4.07,4.55,3.85,,,,,,,
June,2.88,3.59,4.01,2.91,1.30,,,,,,,
July,3.49,2.87,3.24,2.56,0.89,,,,,,,
August,6.65,2.52,2.59,3.02,1.51,,,,,,,
September,3.55,2.28,3.72,5.54,3.56,,,,,,,
October,1.79,4.04,2.56,7.54,4.78,,,,,,,
November,9.12,2.59,3.22,9.32,2.04,,,,,,,
December,4.80,3.84,5.15,7.48,6.16,-999.00,,,,,,
Total,48.30,36.70,34.69,52.47,31.79,-999.00,,,,,,
Calc annual,48.30,36.70,34.69,52.47,31.79,6.09,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-1005.09,NaN,NaN,NaN,NaN,,
