"SWINESHAW MOOR",,,,,,,,,,,,
Grid ref,SE020008,Long,-1.971316,Lat,53.503889,,,,,,,
Station no,2937,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.06,5.65,2.70,5.02,4.06,6.54,4.04,4.55,4.27,6.61,,
February,3.18,1.86,3.01,3.46,2.12,1.84,3.34,6.78,0.67,3.64,,
March,5.51,3.07,3.05,3.00,2.49,1.65,4.51,3.32,2.21,1.12,,
April,2.70,4.17,3.00,1.02,2.62,3.24,1.03,1.61,3.74,2.46,,
May,1.94,2.38,2.57,4.34,4.07,1.60,1.37,3.78,1.14,2.16,,
June,1.65,3.69,4.34,4.24,3.40,3.83,2.43,5.65,2.91,2.00,,
July,4.32,3.81,8.93,7.96,1.49,7.19,6.57,5.83,4.06,7.97,,
August,7.83,3.62,5.73,8.06,0.80,13.56,6.49,4.98,0.52,6.34,,
September,3.20,4.83,3.41,6.03,2.68,4.04,8.67,5.13,0.24,3.88,,
October,1.12,4.88,2.41,9.05,3.02,3.72,6.24,4.49,3.89,5.11,,
November,8.62,3.92,4.41,6.04,2.17,2.36,2.97,1.70,5.47,6.03,,
December,7.14,4.29,2.12,8.13,6.62,5.79,5.85,3.89,6.19,4.48,,
Total,52.27,46.17,45.68,66.35,35.54,55.36,53.51,51.71,35.31,51.80,,
Calc annual,52.27,46.17,45.68,66.35,35.54,55.36,53.51,51.71,35.31,51.80,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
