"EPSOM (WATERWORKS)",,,,,,,,,,,,
Grid ref,TQ211612,Long,-0.262937,Lat,51.337002,,,,,,,
Station no,135/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.55,2.14,1.11,1.25,2.75,3.95,1.57,2.00,2.13,2.33,,
February,7.71,0.79,1.37,2.33,1.68,0.28,3.16,1.96,0.05,1.96,,
March,3.37,2.70,0.42,2.17,1.20,0.73,0.85,1.23,2.72,1.87,,
April,2.99,1.03,2.54,0.28,0.24,1.39,0.35,1.10,2.27,0.70,,
May,2.17,2.52,1.48,2.90,3.62,0.29,1.32,2.50,1.20,2.00,,
June,1.08,1.49,1.65,3.93,2.23,1.91,0.86,3.98,0.91,1.26,,
July,1.95,0.78,3.39,2.84,1.41,5.58,2.58,1.49,1.75,2.16,,
August,3.69,2.58,1.39,2.54,1.06,3.51,3.46,2.27,1.18,3.00,,
September,3.02,3.18,2.69,2.13,1.58,2.07,2.75,4.69,0.09,2.50,,
October,0.79,2.86,3.59,2.28,3.17,1.12,1.52,2.93,2.33,5.89,,
November,6.88,3.16,1.49,5.38,0.96,0.60,2.55,1.68,3.64,4.03,,
December,2.89,2.33,0.62,2.24,2.40,3.19,2.29,2.68,4.05,2.64,,
Total,40.09,25.56,21.74,30.27,22.30,24.62,23.26,28.51,22.32,30.34,,
Calc annual,40.09,25.56,21.74,30.27,22.30,24.62,23.26,28.51,22.32,30.34,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
