"DARWEN (PICKUP BANK)",,,,,,,,,,,,
Grid ref,SD721237,Long,-2.424156,Lat,53.708972,,,,,,,
Station no,2946/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.70,6.71,2.42,5.31,4.77,6.72,5.46,5.66,4.93,7.20,,
February,4.81,1.80,2.68,4.92,3.62,2.27,5.42,7.41,0.84,7.62,,
March,5.98,2.74,2.63,3.51,3.26,2.48,3.94,1.60,3.15,2.08,,
April,3.26,4.35,5.18,1.28,4.04,3.28,0.56,1.17,5.01,3.67,,
May,2.12,3.29,3.37,2.93,5.40,2.42,2.43,5.86,1.22,2.76,,
June,1.90,4.23,3.97,3.74,4.47,2.68,2.18,5.50,5.15,2.30,,
July,3.89,3.01,5.60,7.22,1.31,7.16,9.83,4.40,5.70,11.45,,
August,5.76,6.05,6.24,8.30,1.38,17.03,8.67,6.39,0.90,7.53,,
September,3.84,5.72,5.65,6.92,5.62,3.84,9.79,6.54,0.47,3.77,,
October,1.39,6.06,2.65,9.79,4.21,3.62,8.90,6.88,6.89,6.18,,
November,10.16,3.26,6.71,9.58,3.51,2.31,3.01,2.33,8.73,10.76,,
December,12.29,5.55,2.36,8.94,8.21,7.73,7.31,5.83,13.10,6.60,,
Total,61.10,52.77,49.46,72.44,49.80,61.54,67.50,59.57,56.09,71.92,,
Calc annual,61.10,52.77,49.46,72.44,49.80,61.54,67.50,59.57,56.09,71.92,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
