"BERKELEY CASTLE GARDENS",,,,,,,,,,,,
Grid ref,ST685989,Long,-2.457071,Lat,51.687965,,,,,,,
Station no,2149,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.66,2.13,,,,,,,,,,
February,3.88,0.55,,,,,,,,,,
March,3.31,2.20,,,,,,,,,,
April,2.96,2.40,,,,,,,,,,
May,2.37,4.14,,,,,,,,,,
June,1.11,1.69,,,,,,,,,,
July,0.88,0.84,,,,,,,,,,
August,4.81,4.69,,,,,,,,,,
September,3.45,2.21,,,,,,,,,,
October,0.78,4.04,,,,,,,,,,
November,6.73,4.00,,,,,,,,,,
December,2.66,2.17,,,,,,,,,,
Total,36.60,31.06,,,,,,,,,,
Calc annual,36.60,31.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
