"BEINN THARSUINN",,,,,,,,,,,,
Grid ref,NH051421,Long,-5.247917,Lat,57.427309,,,,,,,
Station no,5767/8/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,6.50,3.20,,,,,,,
February,,,,3.75,3.30,,,,,,,
March,,,,6.50,4.00,,,,,,,
April,,,,6.50,5.50,,,,,,,
May,,,,2.25,2.14,,,,,,,
June,,,,3.50,,,,,,,,
July,,,,4.50,,,,,,,,
August,,,,4.25,,,,,,,,
September,,,,7.75,,,,,,,,
October,,,,7.50,,,,,,,,
November,,,,4.50,,,,,,,,
December,,,,12.00,,,,,,,,
Total,,,,69.50,,,,,,,,
Calc annual,0.00,0.00,0.00,69.50,18.14,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
