"BRIGHTON W.W. (BALSDEAN P.S.)",,,,,,,,,,,,
Grid ref,TQ318046,Long,-0.130042,Lat,50.825946,,,,,,,
Station no,486/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.24,2.87,1.40,1.79,3.64,5.60,2.09,4.59,3.79,2.73,,
February,6.23,0.99,1.27,3.22,1.60,0.11,4.73,2.92,0.03,2.80,,
March,4.24,3.01,0.31,3.79,0.82,0.37,1.64,2.14,1.58,2.20,,
April,2.11,1.74,2.29,0.54,0.47,1.38,0.19,1.18,2.28,1.09,,
May,2.29,1.57,1.24,1.76,3.85,0.47,1.16,2.64,0.54,1.72,,
June,1.83,1.02,1.08,3.06,1.73,1.99,2.04,3.55,2.07,1.79,,
July,2.08,1.26,3.31,5.00,0.77,2.84,4.14,2.70,1.65,3.18,,
August,4.77,2.60,1.94,3.25,2.34,3.66,2.61,5.47,1.19,8.08,,
September,4.39,4.14,4.32,3.45,3.01,3.34,4.45,3.58,0.20,3.90,,
October,2.04,3.86,3.23,3.80,3.72,1.70,1.82,4.15,3.02,8.17,,
November,6.06,4.12,2.33,5.77,1.28,0.72,3.16,3.09,4.68,7.19,,
December,3.16,4.47,0.90,2.90,4.21,4.56,1.80,4.68,7.48,4.36,,
Total,43.44,31.65,23.62,38.33,27.44,26.74,29.83,40.69,28.51,47.21,,
Calc annual,43.44,31.65,23.62,38.33,27.44,26.74,29.83,40.69,28.51,47.21,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
