"BOLTON W.W (SLATER LANE)",,,,,,,,,,,,
Grid ref,SD662192,Long,-2.513044,Lat,53.668177,,,,,,,
Station no,2888,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.81,6.41,3.13,6.78,3.22,7.34,4.57,5.57,3.55,7.04,,
February,4.37,2.33,1.83,4.67,2.78,1.41,3.80,9.06,1.26,3.67,,
March,5.89,3.02,3.33,3.58,2.56,2.34,5.04,2.13,2.70,1.32,,
April,3.41,4.44,4.09,1.37,4.11,3.45,0.89,2.06,3.79,3.53,,
May,2.94,2.99,3.48,3.47,5.27,2.38,2.54,5.02,1.65,2.95,,
June,1.84,6.11,3.34,5.31,4.98,3.41,2.91,5.48,3.32,2.05,,
July,4.89,4.52,6.45,10.46,1.28,7.04,10.23,4.88,7.05,11.02,,
August,5.82,6.31,6.57,8.83,1.83,15.90,9.70,4.52,0.62,6.04,,
September,4.03,6.53,6.51,6.66,6.03,5.05,10.95,6.20,0.63,4.42,,
October,1.48,6.11,2.94,10.88,3.66,3.72,9.28,5.83,7.03,5.07,,
November,10.47,4.11,8.09,9.09,3.98,2.46,2.46,2.47,6.27,9.82,,
December,12.57,5.71,2.78,8.74,7.33,5.32,6.55,5.27,12.80,6.85,,
Total,64.52,58.59,52.54,79.84,47.03,59.82,68.92,58.49,50.67,63.78,,
Calc annual,64.52,58.59,52.54,79.84,47.03,59.82,68.92,58.49,50.67,63.78,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
