"SPINKHILL (MT. ST. MARY'S COLLEGE)",,,,,,,,,,,,
Grid ref,SK454786,Long,-1.320209,Lat,53.302411,,,,,,,
Station no,2719/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.32,2.46,0.68,1.75,2.66,,,,,,,
February,3.83,0.39,1.61,1.83,3.12,,,,,,,
March,3.78,2.23,1.30,1.93,3.14,,,,,,,
April,1.11,1.38,2.01,0.19,0.64,,,,,,,
May,3.70,2.22,1.93,4.67,2.99,,,,,,,
June,0.75,2.24,2.23,2.20,3.63,,,,,,,
July,0.81,1.21,3.18,1.82,0.78,,,,,,,
August,5.66,1.95,1.82,6.29,1.03,,,,,,,
September,1.83,2.16,1.61,2.38,0.78,,,,,,,
October,1.16,4.65,2.14,3.39,2.14,,,,,,,
November,6.90,1.69,1.48,5.82,2.33,,,,,,,
December,1.98,2.14,1.44,2.96,2.55,,,,,,,
Total,33.83,24.72,21.43,35.23,25.79,,,,,,,
Calc annual,33.83,24.72,21.43,35.23,25.79,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
