"SELBORNE (THE WAKES)",,,,,,,,,,,,
Grid ref,SU740334,Long,-0.944645,Lat,51.095143,,,,,,,
Station no,742,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.89,3.25,1.19,,,,,,,,,
February,8.31,0.76,1.90,,,,,,,,,
March,5.44,3.79,0.76,,,,,,,,,
April,3.34,2.25,2.88,,,,,,,,,
May,3.00,3.38,3.05,,,,,,,,,
June,1.96,1.39,2.32,,,,,,,,,
July,3.14,1.17,3.87,,,,,,,,,
August,5.93,3.52,2.16,,,,,,,,,
September,3.40,3.70,,,,,,,,,,
October,1.18,5.25,,,,,,,,,,
November,10.71,4.61,,,,,,,,,,
December,4.23,3.34,,,,,,,,,,
Total,55.53,36.41,,,,,,,,,,
Calc annual,55.53,36.41,18.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
