"GREENOCK W.W. ( CREUCH HILL )",,,,,,,,,,,,
Grid ref,NS267688,Long,-4.772069,Lat,55.881083,,,,,,,
Station no,5295/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.90,7.60,5.20,9.00,5.30,5.70,9.70,9.40,3.00,6.50,,
February,4.60,2.80,3.70,8.00,4.80,2.50,5.90,5.50,3.10,7.80,,
March,5.10,6.30,1.70,5.90,2.60,3.90,8.70,2.30,5.90,4.90,,
April,4.70,4.20,3.50,4.50,5.90,2.50,3.30,3.00,6.90,9.20,,
May,2.70,2.70,3.20,5.00,5.00,5.70,3.00,5.80,2.00,4.90,,
June,2.70,4.90,1.70,7.20,5.10,5.20,3.20,4.90,5.10,4.80,,
July,5.20,4.40,6.50,5.90,1.90,7.50,7.90,8.40,8.70,7.80,,
August,5.80,8.60,6.80,8.30,2.30,8.10,7.20,6.80,2.80,4.70,,
September,6.50,5.50,11.00,11.20,7.30,7.50,5.80,6.70,2.20,4.70,,
October,2.50,9.70,5.70,14.10,7.50,4.10,8.70,6.90,8.40,5.80,,
November,9.70,2.80,12.70,12.50,4.40,4.10,4.10,3.10,9.80,8.90,,
December,12.50,6.90,8.20,9.80,12.30,10.50,8.90,9.50,13.90,9.40,,
Total,68.90,66.40,69.90,101.40,64.40,67.30,76.40,72.30,71.80,79.40,,
Calc annual,68.90,66.40,69.90,101.40,64.40,67.30,76.40,72.30,71.80,79.40,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
