"FRIDEN",,,,,,,,,,,,
Grid ref,SK170607,Long,-1.747306,Lat,53.143179,,,,,,,
Station no,2673/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,4.63,,,,
February,,,,,,,,7.11,,,,
March,,,,,,,,2.77,,,,
April,,,,,,,,1.31,,,,
May,,,,,,,,4.26,,,,
June,,,,,,,,5.57,,,,
July,,,,,,,,4.67,,,,
August,,,,,,,,3.91,,,,
September,,,,,,,,4.52,,,,
October,,,,,,,3.70,4.51,,,,
November,,,,,,,2.59,,,,,
December,,,,,,,4.27,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,10.56,43.26,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
