"TOOT BALDON (POTLANDS)",,,,,,,,,,,,
Grid ref,SP564002,Long,-1.185350,Lat,51.697722,,,,,,,
Station no,1087,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.79,1.35,0.62,1.18,2.44,3.76,1.80,3.41,3.59,2.93,,
February,3.73,0.53,1.40,2.23,1.25,0.18,3.22,2.67,0.02,1.94,,
March,3.66,2.55,0.50,1.82,1.13,0.74,1.97,1.50,2.70,0.80,,
April,2.46,1.22,2.41,0.68,0.84,1.38,0.37,1.65,2.16,0.86,,
May,2.92,2.20,1.30,1.98,4.42,0.20,1.79,1.25,1.03,2.14,,
June,2.56,1.26,1.61,4.50,2.61,2.40,2.57,4.23,1.84,2.09,,
July,1.18,0.39,3.01,1.19,0.00,3.74,3.80,2.65,2.12,4.86,,
August,4.68,3.31,2.18,4.22,0.38,4.66,3.91,4.20,1.09,3.36,,
September,2.24,0.83,1.53,1.69,1.77,3.00,3.31,4.38,0.31,5.36,,
October,0.62,4.03,2.80,2.05,1.65,1.48,2.51,4.29,2.14,7.13,,
November,5.05,3.45,2.27,4.35,1.39,0.58,1.18,2.35,2.05,4.95,,
December,1.74,2.73,0.66,1.64,3.21,2.46,2.59,2.74,4.50,3.84,,
Total,33.63,23.85,20.29,27.53,21.09,24.58,29.02,35.32,23.55,40.26,,
Calc annual,33.63,23.85,20.29,27.53,21.09,24.58,29.02,35.32,23.55,40.26,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
