"BARTLEY (THE NURSERIES)",,,,,,,,,,,,
Grid ref,SU310131,Long,-1.560387,Lat,50.916535,,,,,,,
Station no,648,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.71,2.72,1.10,1.90,3.70,5.57,3.30,4.85,3.90,3.81,,
February,6.85,0.71,1.67,3.36,1.90,0.07,4.59,3.07,0.23,3.53,,
March,4.74,3.05,0.74,4.12,1.31,0.92,2.73,2.09,3.99,1.95,,
April,3.02,2.28,2.93,0.26,0.50,2.12,0.18,0.72,2.97,1.48,,
May,2.77,3.14,3.12,2.45,4.58,0.34,1.81,2.51,1.96,1.36,,
June,1.04,1.06,3.15,4.27,3.36,2.41,1.25,4.80,1.05,4.33,,
July,2.49,0.53,4.56,2.95,0.55,3.13,4.11,2.68,1.71,4.53,,
August,4.98,4.13,1.97,3.63,0.70,4.15,1.85,4.13,2.36,5.82,,
September,4.25,4.24,3.40,3.43,1.86,4.22,3.26,5.87,0.06,5.64,,
October,1.17,5.32,4.64,4.18,5.49,2.59,2.75,3.95,3.47,10.14,,
November,10.66,3.95,1.92,6.83,3.13,0.79,3.13,2.45,4.25,6.05,,
December,4.28,2.63,0.82,3.26,5.93,6.28,3.15,4.62,8.33,4.35,,
Total,50.96,33.76,30.02,40.64,33.01,32.59,32.11,41.74,34.28,52.99,,
Calc annual,50.96,33.76,30.02,40.64,33.01,32.59,32.11,41.74,34.28,52.99,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
