"NELSON (BLACKMOSS RES.)",,,,,,,,,,,,
Grid ref,SD826414,Long,-2.266092,Lat,53.868515,,,,,,,
Station no,2988/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.87,6.45,2.25,5.08,3.39,5.24,6.03,3.76,4.27,8.22,,
February,4.58,1.79,3.16,3.34,2.43,1.48,3.65,8.98,1.15,3.52,,
March,5.48,3.22,2.32,3.35,1.90,2.35,6.28,2.27,1.99,1.70,,
April,3.05,3.20,3.89,1.42,3.25,3.28,1.08,2.06,3.39,3.48,,
May,2.11,2.11,2.14,3.15,4.43,2.14,2.05,6.30,1.48,2.08,,
June,1.38,4.25,2.55,3.28,4.51,2.03,2.39,5.11,3.82,1.45,,
July,4.33,2.90,6.42,8.19,1.25,5.37,6.67,3.83,4.61,11.65,,
August,5.89,7.60,7.59,8.68,1.09,13.41,6.31,5.02,0.60,6.56,,
September,5.32,4.85,5.32,7.80,3.93,4.95,6.50,6.32,0.50,3.05,,
October,1.67,3.75,2.00,11.24,3.26,3.40,8.74,4.04,7.31,3.94,,
November,9.64,2.58,6.76,7.63,1.90,2.15,2.20,2.48,6.11,8.46,,
December,12.16,4.71,3.03,9.05,7.51,5.49,7.14,4.87,9.23,6.52,,
Total,61.48,47.41,47.43,72.21,38.85,51.29,59.04,55.04,44.46,60.63,,
Calc annual,61.48,47.41,47.43,72.21,38.85,51.29,59.04,55.04,44.46,60.63,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
