"AIRDRIE (FORRESTBURN RESERVOIR)",,,,,,,,,,,,
Grid ref,NS874649,Long,-3.800738,Lat,55.864083,,,,,,,
Station no,5162/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,4.14,2.29,4.37,2.42,2.27,5.49,3.72,1.61,4.17,,
February,2.25,1.60,1.82,2.85,1.51,1.81,3.12,2.91,2.14,4.46,,
March,3.93,2.14,0.94,2.09,1.05,2.96,3.00,2.11,1.85,1.79,,
April,3.17,2.07,2.54,2.15,1.82,0.71,1.53,1.73,2.94,2.94,,
May,2.13,1.44,2.52,4.14,3.63,2.23,2.44,3.81,1.72,2.36,,
June,2.83,3.67,2.12,3.71,2.56,3.60,2.84,3.64,2.98,1.96,,
July,3.95,3.25,6.52,3.70,1.30,4.94,4.85,7.04,5.66,2.56,,
August,5.13,5.12,3.52,6.95,1.37,5.13,5.19,3.95,1.25,2.88,,
September,2.96,2.92,3.55,6.19,3.55,4.77,2.46,4.90,1.22,2.04,,
October,1.18,3.35,2.48,9.85,3.01,3.36,3.69,2.76,4.30,3.51,,
November,5.90,2.67,7.39,5.68,1.88,1.22,2.42,2.09,6.74,4.57,,
December,6.44,4.48,4.73,5.96,6.89,5.71,4.61,6.22,5.04,4.54,,
Total,43.67,36.85,40.42,57.64,30.99,38.71,41.64,44.88,37.45,37.78,,
Calc annual,43.67,36.85,40.42,57.64,30.99,38.71,41.64,44.88,37.45,37.78,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
