"TILBURY (GRAYS SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ654758,Long,0.379301,Lat,51.457017,,,,,,,
Station no,1245,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.34,1.40,0.97,1.38,1.99,3.27,0.81,1.36,1.65,1.58,,
February,5.04,0.86,1.08,1.75,1.37,0.17,2.57,1.62,0.02,1.61,,
March,2.08,2.11,0.30,1.44,0.84,0.78,0.92,1.08,1.46,1.02,,
April,2.73,1.26,1.89,0.26,0.20,1.28,0.10,1.60,1.63,0.76,,
May,2.18,1.04,1.33,1.46,4.22,0.44,1.09,1.74,0.74,2.25,,
June,0.76,1.26,1.33,2.56,1.59,1.47,0.74,3.82,0.67,1.19,,
July,3.30,0.75,3.40,2.82,0.12,4.32,2.65,3.45,1.26,2.79,,
August,2.42,2.53,1.31,2.94,0.65,2.09,2.34,3.89,1.13,4.09,,
September,2.88,3.43,2.32,1.39,1.93,2.14,2.12,5.78,0.07,4.07,,
October,0.63,2.08,2.51,1.28,3.76,1.92,1.20,2.52,1.93,5.67,,
November,2.99,4.08,0.76,3.51,0.41,0.18,3.32,1.67,2.90,3.46,,
December,1.71,1.73,0.70,1.42,1.59,0.75,1.35,2.65,2.99,2.43,,
Total,28.06,22.53,17.90,22.21,18.67,18.81,19.21,31.18,16.45,30.92,,
Calc annual,28.06,22.53,17.90,22.21,18.67,18.81,19.21,31.18,16.45,30.92,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
