"KILLINGTON RESERVOIR",,,,,,,,,,,,
Grid ref,SD593908,Long,-2.627067,Lat,54.311162,,,,,,,
Station no,3714,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.68,4.61,3.14,5.09,5.41,4.15,7.67,5.97,3.56,6.61,,
February,4.62,1.36,3.60,3.61,2.38,1.64,5.07,7.28,2.15,5.61,,
March,5.09,3.89,1.12,3.69,1.52,1.66,4.84,1.20,3.69,1.05,,
April,2.33,3.46,3.10,2.27,3.18,1.27,1.22,1.62,4.57,3.94,,
May,1.00,2.30,2.94,4.27,4.16,3.92,3.44,6.46,1.56,2.43,,
June,1.10,6.48,5.61,6.21,4.91,1.75,2.65,3.60,5.83,2.59,,
July,5.20,2.40,7.61,7.33,1.69,4.10,4.35,4.13,5.68,6.98,,
August,4.48,5.91,6.11,6.67,1.86,12.43,5.90,4.18,1.23,3.36,,
September,7.23,3.63,7.34,9.31,3.74,3.77,5.39,7.20,1.31,4.45,,
October,1.31,3.83,2.30,12.28,3.08,4.91,7.98,5.95,5.19,2.59,,
November,9.74,2.30,7.81,7.55,2.46,1.70,1.56,1.52,5.91,9.70,,
December,13.50,5.08,2.99,9.40,7.41,6.45,5.03,4.18,10.40,6.58,,
Total,61.28,45.25,53.67,77.68,41.80,47.75,55.10,53.29,51.08,55.89,,
Calc annual,61.28,45.25,53.67,77.68,41.80,47.75,55.10,53.29,51.08,55.89,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
