"WEST BRIDGFORD",,,,,,,,,,,,
Grid ref,SK592372,Long,-1.120779,Lat,52.928952,,,,,,,
Station no,2591/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.38,1.72,1.04,1.41,2.03,3.26,1.61,3.00,2.47,4.92,,
February,2.91,0.51,1.36,1.93,1.49,0.52,2.13,2.93,0.15,1.71,,
March,2.68,2.43,0.85,1.87,2.27,0.72,2.05,1.58,1.22,1.35,,
April,1.48,1.91,2.28,0.46,1.06,1.54,0.21,0.74,2.37,0.86,,
May,3.06,3.19,2.02,2.56,3.90,0.45,1.06,1.81,0.36,1.02,,
June,1.20,2.11,3.61,3.13,3.22,3.15,1.69,3.95,0.88,1.72,,
July,1.03,0.27,1.86,1.79,1.38,2.24,2.63,4.46,1.46,2.86,,
August,6.08,1.79,1.91,3.98,0.33,5.13,2.62,2.32,0.59,3.91,,
September,1.46,1.33,1.44,2.30,0.71,1.76,5.53,1.84,0.42,4.66,,
October,0.93,2.16,2.31,2.57,1.44,1.14,1.10,2.20,1.73,4.13,,
November,4.60,1.90,1.48,4.53,1.34,0.70,1.78,1.22,2.08,3.96,,
December,1.66,2.30,0.89,1.92,1.67,2.05,1.85,2.70,2.91,3.59,,
Total,29.47,21.62,21.05,28.45,20.84,22.66,24.26,28.75,16.64,34.69,,
Calc annual,29.47,21.62,21.05,28.45,20.84,22.66,24.26,28.75,16.64,34.69,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
