"GLEN KINGLAS LODGE",,,,,,,,,,,,
Grid ref,NN164381,Long,-4.984413,Lat,56.499055,,,,,,,
Station no,5405/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,13.67,,
February,,,,,,,,,,2.33,,
March,,,,,,,,,,1.94,,
April,,,,,,,,,,6.62,,
May,,,,,,,,,,2.61,,
June,,,,,,,,,,3.92,,
July,,,,,,,,,,7.95,,
August,,,,,,,,,,13.63,,
September,,,,,,,,,,9.14,,
October,,,,,,,,,,6.69,,
November,,,,,,,,,,16.57,,
December,,,,,,,,,23.03,9.71,,
Total,,,,,,,,,,94.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.03,94.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
