"FRIDAYTHORPE SCHOOL",,,,,,,,,,,,
Grid ref,SE874589,Long,-0.667552,Lat,54.018715,,,,,,,
Station no,3402/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.39,1.82,,,,,,,,,,
February,2.62,0.98,,,,,,,,,,
March,3.81,2.46,,,,,,,,,,
April,1.22,0.43,,,,,,,,,,
May,4.67,1.25,,,,,,,,,,
June,1.74,1.42,,,,,,,,,,
July,1.39,,,,,,,,,,,
August,5.58,,,,,,,,,,,
September,1.46,,,,,,,,,,,
October,0.47,,,,,,,,,,,
November,5.13,2.77,,,,,,,,,,
December,1.78,,,,,,,,,,,
Total,32.26,,,,,,,,,,,
Calc annual,32.26,11.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
