"BIGGAR (HUNTFIELD)",,,,,,,,,,,,
Grid ref,NT012401,Long,-3.571353,Lat,55.644367,,,,,,,
Station no,5166/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.45,3.50,1.14,3.42,2.18,1.88,3.81,2.60,,,,
February,2.48,0.77,1.09,1.99,1.28,1.67,2.46,2.82,,,,
March,1.95,1.31,0.69,1.81,1.28,1.64,2.60,1.19,,,,
April,3.32,1.76,2.28,0.99,0.68,0.76,1.52,1.41,,,,
May,2.23,1.45,1.92,4.29,2.30,1.19,2.28,2.45,,,,
June,1.69,2.70,1.75,2.50,1.16,2.57,2.00,2.94,,,,
July,2.96,2.54,4.65,3.15,1.72,4.30,3.40,6.80,,,,
August,5.46,4.59,2.35,4.13,2.17,5.70,4.73,3.95,,,,
September,1.92,2.22,2.55,4.16,2.77,3.43,2.80,3.36,,,,
October,0.65,3.15,2.20,6.75,2.23,2.55,3.62,2.13,,,,
November,4.91,2.61,4.17,5.56,0.99,0.91,1.52,,,,,
December,3.55,3.31,4.59,4.13,4.65,3.85,3.76,,,,,
Total,34.57,29.91,29.38,42.88,23.41,30.45,34.50,,,,,
Calc annual,34.57,29.91,29.38,42.88,23.41,30.45,34.50,29.65,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
