"MEOPHAM (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ636691,Long,0.350325,Lat,51.397347,,,,,,,
Station no,395/9/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.28,2.15,1.02,1.54,2.83,3.77,1.16,2.38,2.26,2.43,,
February,6.34,0.97,1.38,2.05,1.95,0.31,3.09,1.88,0.09,2.09,,
March,3.03,3.00,0.28,2.76,0.96,0.93,0.94,1.24,1.92,1.61,,
April,3.27,0.98,2.45,0.32,0.21,1.28,0.24,1.75,2.26,0.70,,
May,2.52,1.20,1.79,1.97,3.78,0.73,1.37,2.15,0.78,2.34,,
June,1.16,1.21,1.78,4.04,1.57,2.25,1.03,3.94,0.87,0.92,,
July,2.98,0.66,3.18,2.31,0.21,4.06,2.94,2.13,1.17,3.19,,
August,3.10,2.74,1.32,2.64,1.05,2.42,2.92,3.68,0.74,3.13,,
September,2.99,3.77,3.09,1.28,2.25,2.46,2.43,5.90,0.08,4.48,,
October,0.83,2.40,2.45,1.84,3.88,1.10,1.29,2.50,2.41,7.03,,
November,4.01,5.32,1.17,4.63,0.55,0.76,3.77,1.61,3.49,4.10,,
December,2.38,2.32,0.76,1.82,1.71,3.02,2.27,3.13,4.50,2.60,,
Total,34.89,26.72,20.67,27.20,20.95,23.09,23.45,32.29,20.57,34.62,,
Calc annual,34.89,26.72,20.67,27.20,20.95,23.09,23.45,32.29,20.57,34.62,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
