"PEEBLES - GLENTRESS FORESTER TRAINING SCHOOL",,,,,,,,,,,,
Grid ref,NT284397,Long,-3.139194,Lat,55.645547,,,,,,,
Station no,5076,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.10,3.44,0.94,,,,,,,,,
February,3.11,0.62,1.08,,,,,,,,,
March,2.83,1.23,0.45,,,,,,,,,
April,3.39,1.54,2.46,,,,,,,,,
May,3.84,1.83,1.88,,,,,,,,,
June,1.35,2.02,4.30,,,,,,,,,
July,2.46,2.26,,,,,,,,,,
August,4.01,3.27,,,,,,,,,,
September,1.87,1.55,,,,,,,,,,
October,0.43,4.07,,,,,,,,,,
November,7.64,2.91,,,,,,,,,,
December,3.44,3.78,,,,,,,,,,
Total,37.47,28.52,,,,,,,,,,
Calc annual,37.47,28.52,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
