"SOYLAND MOOR (RISHWORTH DRAIN)",,,,,,,,,,,,
Grid ref,SD981177,Long,-2.030224,Lat,53.655791,,,,,,,
Station no,3216,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.05,4.66,1.65,4.41,3.02,6.25,4.40,4.63,3.30,4.66,,
February,3.40,1.25,2.07,3.01,2.79,1.51,3.18,6.69,0.41,3.29,,
March,5.88,3.28,2.45,3.19,2.58,1.96,3.73,2.44,1.99,1.58,,
April,2.93,4.18,3.35,0.83,2.36,3.54,0.62,1.57,4.08,2.63,,
May,3.35,2.12,3.57,3.62,4.11,1.96,1.77,5.33,2.40,2.21,,
June,1.49,4.33,3.61,3.75,3.76,3.92,2.71,6.03,2.55,1.93,,
July,4.98,2.97,6.32,5.93,1.18,7.93,5.47,5.10,3.38,7.41,,
August,6.87,5.40,5.54,7.44,1.69,13.46,7.06,6.39,0.79,5.03,,
September,3.24,4.77,4.07,6.08,3.19,4.31,5.42,5.15,0.55,2.96,,
October,1.65,6.52,2.41,8.63,2.75,3.23,6.13,4.32,4.36,5.13,,
November,10.30,3.23,5.43,7.20,2.73,1.73,2.24,1.71,4.42,8.03,,
December,9.40,3.82,2.13,6.40,7.03,5.31,4.61,4.47,7.70,4.15,,
Total,58.54,46.53,42.60,60.49,37.19,55.11,47.34,53.83,35.93,49.01,,
Calc annual,58.54,46.53,42.60,60.49,37.19,55.11,47.34,53.83,35.93,49.01,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
