"NOTTINGHAM (STRELLEY)",,,,,,,,,,,,
Grid ref,SK508418,Long,-1.245006,Lat,52.971157,,,,,,,
Station no,2594,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,1.95,0.78,1.55,2.27,3.63,1.64,2.94,,,,
February,2.70,0.57,1.62,2.31,1.80,0.81,2.61,3.81,,,,
March,3.50,2.57,1.04,2.07,2.49,0.77,2.52,1.75,,,,
April,1.81,1.58,2.12,0.24,1.24,1.63,0.18,0.83,,,,
May,3.10,2.95,2.34,2.57,2.92,0.58,0.76,2.25,,,,
June,1.53,3.22,3.25,3.81,3.79,3.19,1.67,4.22,,,,
July,0.74,2.05,2.31,1.87,1.11,3.38,2.72,4.36,,,,
August,5.12,2.60,1.90,4.77,0.46,6.18,4.08,2.06,,,,
September,1.56,1.49,1.49,3.12,0.58,2.39,5.73,2.70,,,,
October,0.80,3.04,2.21,3.30,1.52,1.31,1.47,2.24,,,,
November,5.01,1.58,1.61,4.87,1.78,0.68,2.18,1.36,,,,
December,1.79,2.43,0.81,2.27,1.93,2.75,2.11,3.18,,,,
Total,29.74,26.03,21.48,32.75,21.89,27.30,27.67,31.70,,,,
Calc annual,29.74,26.03,21.48,32.75,21.89,27.30,27.67,31.70,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
