"BACK FILTERS",,,,,,,,,,,,
Grid ref,NB466425,Long,-6.326334,Lat,58.297759,,,,,,,
Station no,5796/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.01,,
February,,,,,,,,,,3.75,,
March,,,,,,,,,,2.05,,
April,,,,,,,,,,4.00,,
May,,,,,,,,,,2.10,,
June,,,,,,,,,,3.06,,
July,,,,,,,,,,2.85,,
August,,,,,,,,,,4.05,,
September,,,,,,,,,,3.50,,
October,,,,,,,,,,2.04,,
November,,,,,,,,,,3.35,,
December,,,,,,,,,,6.92,,
Total,,,,,,,,,,40.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.68,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
