"LEEK (LONGSDON)",,,,,,,,,,,,
Grid ref,SJ962542,Long,-2.058185,Lat,53.085004,,,,,,,
Station no,2371/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,3.85,1.68,,,,,,,,,
February,3.44,1.78,2.08,,,,,,,,,
March,5.36,2.45,1.67,,,,,,,,,
April,3.07,3.31,2.92,,,,,,,,,
May,2.79,2.79,1.96,,,,,,,,,
June,2.10,2.84,3.30,,,,,,,,,
July,2.54,2.16,3.61,,,,,,,,,
August,4.65,2.60,,,,,,,,,,
September,2.57,2.89,,,,,,,,,,
October,1.07,4.30,,,,,,,,,,
November,8.72,2.30,,,,,,,,,,
December,4.11,4.24,,,,,,,,,,
Total,43.43,35.51,,,,,,,,,,
Calc annual,43.43,35.51,17.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
