"RETFORD (BABWORTH HALL)",,,,,,,,,,,,
Grid ref,SK687881,Long,-0.968574,Lat,53.385286,,,,,,,
Station no,2636,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.68,1.65,0.61,0.81,1.62,3.68,1.33,2.10,1.99,4.27,,
February,2.33,0.26,1.51,2.35,2.30,0.98,1.78,3.67,0.12,1.91,,
March,2.39,1.57,0.96,1.59,2.69,0.67,1.65,1.66,1.21,1.59,,
April,0.68,0.80,2.07,0.22,0.78,2.01,0.26,0.44,2.31,0.77,,
May,3.09,1.51,1.65,3.29,2.80,0.31,0.96,2.41,0.64,0.94,,
June,0.76,1.94,2.00,2.22,2.36,4.13,1.44,5.65,0.50,1.29,,
July,1.18,0.67,1.88,1.90,0.62,3.21,4.19,6.64,0.91,2.79,,
August,4.11,1.72,1.39,5.82,0.29,6.22,3.66,1.85,0.47,3.09,,
September,1.43,1.64,0.91,1.72,0.51,1.65,4.13,1.37,0.05,3.00,,
October,0.95,2.39,2.31,2.99,1.56,1.40,1.12,1.77,2.02,4.13,,
November,4.44,1.45,1.09,4.59,1.70,0.78,2.63,0.76,2.72,2.99,,
December,1.17,1.72,0.99,2.14,1.86,2.37,1.47,3.04,2.87,1.91,,
Total,24.21,17.32,17.37,29.64,19.09,27.41,24.62,31.36,15.81,28.68,,
Calc annual,24.21,17.32,17.37,29.64,19.09,27.41,24.62,31.36,15.81,28.68,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
