"WEST KIRBY (ST. ANDREW'S VIC)",,,,,,,,,,,,
Grid ref,SJ212871,Long,-3.185923,Lat,53.374857,,,,,,,
Station no,2804,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.16,3.45,,,,,,,,,,
February,2.11,,,,,,,,,,,
March,4.97,,,,,,,,,,,
April,1.19,,,,,,,,,,,
May,3.24,,,,,,,,,,,
June,0.82,,,,,,,,,,,
July,1.31,,,,,,,,,,,
August,2.71,,,,,,,,,,,
September,1.74,,,,,,,,,,,
October,0.81,,,,,,,,,,,
November,6.02,,,,,,,,,,,
December,4.04,,,,,,,,,,,
Total,31.12,,,,,,,,,,,
Calc annual,31.12,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
