"KIRKBY (ESTATE WORKS)",,,,,,,,,,,,
Grid ref,SJ400980,Long,-2.905461,Lat,53.475293,,,,,,,
Station no,2806/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.63,3.54,1.71,3.12,2.62,4.28,1.98,2.86,3.05,5.29,,
February,2.73,0.98,1.24,3.63,2.45,0.50,2.06,5.16,0.27,1.89,,
March,4.98,2.19,1.29,2.28,1.95,1.19,2.26,1.48,1.44,2.25,,
April,1.58,2.47,2.86,0.59,1.94,2.68,0.35,0.82,3.02,1.38,,
May,3.19,2.40,2.12,2.76,3.72,1.26,1.87,3.28,1.66,2.98,,
June,1.13,2.29,1.77,3.12,3.86,1.87,1.77,4.10,3.19,1.00,,
July,1.82,1.61,3.66,4.11,0.49,4.78,4.49,3.73,4.40,4.18,,
August,5.86,2.00,3.56,4.60,1.39,9.00,3.41,3.27,1.30,4.55,,
September,3.11,4.08,4.65,3.86,3.03,2.78,6.27,4.72,0.28,3.75,,
October,1.10,4.81,1.70,6.46,2.32,2.54,3.44,2.95,2.96,3.92,,
November,7.85,2.60,3.77,6.37,1.83,1.90,1.44,1.93,5.31,6.65,,
December,5.57,3.35,1.53,4.24,4.14,2.56,3.13,3.71,6.03,3.24,,
Total,41.55,32.32,29.86,45.14,29.74,35.34,32.47,38.01,32.91,41.08,,
Calc annual,41.55,32.32,29.86,45.14,29.74,35.34,32.47,38.01,32.91,41.08,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
