"HAMBLEDEN LOCK",,,,,,,,,,,,
Grid ref,SU781852,Long,-0.874770,Lat,51.560283,,,,,,,
Station no,785,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.17,1.94,1.04,1.18,3.00,4.29,1.90,3.03,3.44,3.00,,
February,5.41,0.77,2.01,2.72,1.52,0.27,3.81,4.94,0.16,2.60,,
March,4.43,2.64,0.46,2.39,1.14,0.71,1.67,1.57,2.27,1.37,,
April,3.16,1.55,2.59,0.45,0.54,1.98,0.22,1.07,2.26,0.60,,
May,2.56,3.01,1.72,3.44,4.60,0.17,1.76,2.35,0.56,2.14,,
June,1.07,1.21,1.85,3.79,2.74,2.38,1.44,4.27,1.60,1.74,,
July,1.00,0.47,3.26,2.75,0.12,1.87,3.24,2.52,2.48,2.75,,
August,4.92,3.09,2.00,3.98,0.49,5.29,3.64,3.86,1.15,3.20,,
September,3.31,3.05,2.39,1.90,2.57,2.98,3.04,4.75,0.08,3.53,,
October,1.04,4.22,3.33,2.31,3.08,1.67,1.98,3.22,3.07,6.97,,
November,6.55,3.43,1.44,5.01,1.59,0.60,2.34,3.01,2.50,4.40,,
December,1.86,3.68,0.56,2.88,2.76,4.02,2.85,3.49,4.30,3.28,,
Total,38.48,29.06,22.65,32.80,24.15,26.23,27.89,38.08,23.87,35.58,,
Calc annual,38.48,29.06,22.65,32.80,24.15,26.23,27.89,38.08,23.87,35.58,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
