"CONNAH'S QUAY (MOLD ROAD)",,,,,,,,,,,,
Grid ref,SJ298693,Long,-3.052738,Lat,53.216099,,,,,,,
Station no,4277,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.01,3.75,0.70,2.10,1.87,3.80,,,,,,
February,2.77,1.07,1.45,2.21,2.90,-999.00,,,,,,
March,5.16,1.04,0.79,2.05,2.21,,,,,,,
April,1.46,1.47,2.53,0.40,1.15,,,,,,,
May,3.43,2.18,2.07,2.33,2.76,,,,,,,
June,1.13,1.41,1.65,4.46,3.52,,,,,,,
July,1.05,1.68,2.43,3.55,0.42,,,,,,,
August,3.60,2.01,2.50,3.19,0.98,,,,,,,
September,1.86,3.68,3.07,2.63,2.03,,,,,,,
October,1.07,4.35,1.40,4.82,1.57,,,,,,,
November,6.48,2.02,2.20,6.66,2.07,,,,,,,
December,4.08,3.11,1.33,3.67,3.14,-999.00,,,,,,
Total,34.10,27.77,22.12,38.07,24.62,-999.00,,,,,,
Calc annual,34.10,27.77,22.12,38.07,24.62,3.80,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,-1002.80,NaN,NaN,NaN,NaN,,
