"WEALDSTONE (KODAK WORKS)",,,,,,,,,,,,
Grid ref,TQ144897,Long,-0.349860,Lat,51.594541,,,,,,,
Station no,865,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.94,1.97,0.97,0.98,2.56,3.89,1.64,2.72,2.38,,,
February,5.01,0.82,1.76,2.60,1.57,0.19,3.08,2.52,0.10,,,
March,3.61,2.58,0.60,2.62,1.09,1.02,1.45,1.16,2.10,,,
April,2.65,1.55,2.63,0.35,0.57,1.00,0.37,1.39,2.35,,,
May,2.20,2.06,1.53,2.12,4.66,0.31,1.21,2.72,0.53,,,
June,1.34,1.54,1.87,4.24,2.07,2.12,1.46,4.47,1.16,,,
July,1.44,0.54,2.87,3.14,0.25,3.88,3.32,3.25,2.64,,,
August,3.93,5.18,2.14,2.90,1.09,3.95,1.97,3.34,1.91,,,
September,2.90,4.44,2.24,2.18,1.74,2.52,2.49,4.85,0.04,,,
October,1.24,2.86,2.78,2.70,3.99,2.68,1.99,2.63,2.30,,,
November,5.31,3.30,1.50,4.24,1.57,0.57,2.24,2.48,2.34,,,
December,1.73,2.64,0.66,1.71,2.29,3.10,2.05,3.30,3.76,,,
Total,34.30,29.48,21.55,29.78,23.45,25.23,23.27,34.83,21.61,,,
Calc annual,34.30,29.48,21.55,29.78,23.45,25.23,23.27,34.83,21.61,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
