"DAMAS GHYLL RES.",,,,,,,,,,,,
Grid ref,SD527573,Long,-2.723231,Lat,54.009538,,,,,,,
Station no,3064/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.30,4.69,2.75,5.44,2.79,3.86,4.82,3.94,3.11,6.44,,
February,4.50,1.45,2.10,3.94,2.18,0.64,3.48,7.31,1.32,3.71,,
March,5.40,3.05,0.94,2.91,1.71,1.19,3.24,2.28,2.54,1.76,,
April,3.01,3.68,3.63,1.48,3.09,1.73,0.87,1.92,2.52,3.37,,
May,2.32,2.95,2.47,3.08,4.47,3.24,3.84,5.63,2.56,3.09,,
June,1.41,5.65,3.27,5.41,4.25,3.51,2.44,4.62,4.09,2.32,,
July,4.38,2.33,6.73,7.37,1.74,4.93,4.83,3.84,5.85,8.07,,
August,5.06,7.38,5.57,7.69,1.33,12.87,4.15,4.56,0.41,5.98,,
September,5.34,5.31,6.25,8.07,3.63,3.22,8.18,5.24,0.65,4.37,,
October,1.88,4.82,2.16,12.14,2.46,3.70,7.37,5.26,4.28,3.63,,
November,9.37,2.22,6.08,7.90,1.99,1.64,2.22,2.41,5.72,9.03,,
December,11.91,4.63,2.58,7.20,5.43,6.80,5.53,3.42,8.16,5.53,,
Total,59.88,48.16,44.53,72.63,35.07,47.33,50.97,50.43,41.21,57.30,,
Calc annual,59.88,48.16,44.53,72.63,35.07,47.33,50.97,50.43,41.21,57.30,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,,
