"CRAWLEY DOWN (GRANGE HILL)",,,,,,,,,,,,
Grid ref,TQ348372,Long,-0.075399,Lat,51.118239,,,,,,,
Station no,582,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.55,4.78,1.20,1.94,4.20,4.74,2.56,3.62,2.95,3.29,,
February,8.27,1.17,1.78,2.87,2.10,0.36,5.77,2.05,0.02,3.27,,
March,4.95,3.87,0.32,3.75,1.57,0.99,0.84,2.54,2.00,2.58,,
April,3.36,2.60,3.61,0.32,0.41,1.58,0.07,1.66,2.76,0.88,,
May,3.13,1.83,2.13,2.05,5.14,0.42,1.62,2.78,0.05,2.16,,
June,1.75,1.11,2.03,3.99,2.17,2.56,0.98,4.21,1.53,1.67,,
July,2.87,0.80,4.07,3.34,0.41,4.25,4.22,2.03,1.25,5.72,,
August,6.50,3.55,2.27,3.03,1.15,3.12,3.25,3.85,0.68,5.32,,
September,3.66,3.29,4.34,2.96,2.46,3.34,3.10,5.66,0.10,4.45,,
October,1.62,3.79,4.47,3.03,4.24,1.70,1.92,3.69,3.95,9.26,,
November,7.71,4.11,1.90,7.03,1.59,1.00,4.45,1.69,3.77,8.33,,
December,4.23,2.91,0.91,2.52,3.29,5.38,2.56,4.75,8.66,4.96,,
Total,52.60,33.81,29.03,36.83,28.73,29.44,31.34,38.53,27.72,51.89,,
Calc annual,52.60,33.81,29.03,36.83,28.73,29.44,31.34,38.53,27.72,51.89,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
