"NOTTINGHAM (STOKE BARDOLPH)",,,,,,,,,,,,
Grid ref,SK647416,Long,-1.038095,Lat,52.967866,,,,,,,
Station no,2607,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.14,1.72,0.80,1.56,2.16,3.30,1.40,2.87,2.81,4.46,,
February,2.86,0.45,1.36,2.33,1.74,0.62,2.19,3.25,0.18,1.95,,
March,3.21,2.37,1.01,1.88,2.47,0.69,2.06,1.49,1.58,1.34,,
April,1.89,2.03,1.98,0.25,1.21,1.71,0.24,0.71,2.70,0.99,,
May,3.02,2.34,1.88,2.54,3.90,0.58,1.36,2.21,0.54,1.03,,
June,1.40,2.23,2.09,3.30,3.26,3.43,1.75,4.63,1.11,1.15,,
July,0.94,0.33,1.63,1.88,1.04,2.96,1.89,3.95,1.77,3.11,,
August,4.82,1.50,1.89,4.49,0.42,4.26,3.21,2.32,0.66,3.96,,
September,1.09,1.46,1.13,2.49,0.71,1.74,5.50,2.12,0.07,3.92,,
October,1.06,2.41,2.50,2.85,1.47,1.35,1.04,1.96,2.04,5.40,,
November,4.87,1.85,1.49,4.23,1.13,0.77,1.90,1.33,1.91,2.63,,
December,1.73,2.30,0.85,2.00,1.66,2.27,1.89,2.92,2.94,3.23,,
Total,29.03,20.99,18.61,29.80,21.17,23.68,24.43,29.76,18.31,33.17,,
Calc annual,29.03,20.99,18.61,29.80,21.17,23.68,24.43,29.76,18.31,33.17,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
