"DOVERCOURT",,,,,,,,,,,,
Grid ref,TM252315,Long,1.274664,Lat,51.936411,,,,,,,
Station no,1327,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.83,2.48,0.68,1.67,2.17,3.65,,,,,,
February,3.73,0.86,0.99,1.89,1.97,0.85,,,,,,
March,2.59,2.87,0.23,1.56,1.37,0.93,,,,,,
April,2.26,0.67,2.08,0.23,0.13,0.75,,,,,,
May,2.09,1.12,1.44,1.09,2.58,,,,,,,
June,1.18,1.39,1.75,1.16,1.87,,,,,,,
July,2.02,0.83,2.92,1.98,0.11,,,,,,,
August,3.61,2.12,1.22,3.05,1.65,,,,,,,
September,2.93,4.48,1.28,1.37,1.30,,,,,,,
October,0.78,1.61,1.68,1.46,4.01,,,,,,,
November,3.31,4.45,0.90,2.50,0.57,,,,,,,
December,1.77,2.44,0.80,1.48,1.61,,,,,,,
Total,28.10,25.32,15.97,19.44,19.34,,,,,,,
Calc annual,28.10,25.32,15.97,19.44,19.34,6.18,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
