"WESTBURY (BRAEMAR)",,,,,,,,,,,,
Grid ref,ST871508,Long,-2.186238,Lat,51.256216,,,,,,,
Station no,1477,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.27,3.07,0.86,2.21,4.28,4.70,2.29,2.89,,,,
February,5.33,0.79,1.62,3.11,1.99,0.21,3.75,3.36,,,,
March,3.51,2.98,0.83,3.43,1.46,1.09,1.76,1.22,,,,
April,3.30,1.71,2.29,0.19,0.67,1.19,0.37,0.93,,,,
May,2.97,4.98,2.43,2.16,4.10,0.36,1.63,2.87,,,,
June,0.89,1.51,1.33,4.03,3.19,1.77,1.97,4.20,,,,
July,1.30,0.78,3.23,2.68,0.13,2.56,3.85,,,,,
August,4.87,3.79,1.94,4.20,0.38,3.02,3.17,,,,,
September,2.89,3.86,3.72,3.00,1.33,3.08,3.08,,,,,
October,0.68,3.97,3.03,2.47,2.14,1.73,2.59,,,,,
November,8.76,4.08,1.42,6.71,3.47,0.64,2.54,,,,,
December,2.70,2.67,0.65,2.87,4.36,4.32,2.33,,,,,
Total,40.47,34.19,23.35,37.06,27.50,24.67,29.33,,,,,
Calc annual,40.47,34.19,23.35,37.06,27.50,24.67,29.33,15.47,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
