"REDEWATER (BLACKCLEUGH)",,,,,,,,,,,,
Grid ref,NT704053,Long,-2.468228,Lat,55.340840,,,,,,,
Station no,3581/1/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.90,5.44,2.51,4.82,4.69,3.56,6.76,4.53,3.25,6.95,,
February,4.40,1.00,3.07,3.61,3.50,4.03,4.47,5.94,1.52,5.92,,
March,3.18,2.66,0.57,4.08,2.70,1.35,2.74,2.09,2.69,2.55,,
April,4.50,3.78,4.70,0.85,1.26,0.95,0.78,2.32,3.73,3.71,,
May,2.90,2.38,1.94,6.66,4.20,1.93,2.53,4.63,0.83,2.08,,
June,1.50,2.57,3.90,2.57,1.49,4.20,2.19,3.01,4.32,2.37,,
July,2.77,1.58,5.24,4.30,2.58,4.60,3.75,5.33,2.71,3.51,,
August,4.14,5.72,3.73,7.00,7.34,8.45,6.34,3.36,0.93,5.24,,
September,4.18,4.24,4.95,5.47,3.00,2.95,3.14,4.15,1.03,2.89,,
October,1.18,6.05,2.41,8.50,4.00,3.02,4.79,3.39,3.64,5.78,,
November,7.90,4.92,5.45,7.83,2.26,1.65,1.61,0.87,7.15,6.45,,
December,7.21,6.00,2.90,5.40,6.57,6.70,3.54,4.91,8.30,4.82,,
Total,48.76,46.34,41.37,61.09,43.59,43.39,42.64,44.53,40.10,52.27,,
Calc annual,48.76,46.34,41.37,61.09,43.59,43.39,42.64,44.53,40.10,52.27,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
