"GARSTANG (GRIZEDALE AVENUE)",,,,,,,,,,,,
Grid ref,SD487450,Long,-2.782188,Lat,53.898617,,,,,,,
Station no,422800,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,3.75,1.65,,,,,,,,,
February,,0.77,1.01,,,,,,,,,
March,,2.13,0.49,,,,,,,,,
April,2.26,3.22,2.50,,,,,,,,,
May,1.57,2.04,1.89,,,,,,,,,
June,1.03,3.76,1.94,,,,,,,,,
July,2.43,1.27,4.60,,,,,,,,,
August,4.02,5.86,4.44,,,,,,,,,
September,3.50,3.19,4.77,,,,,,,,,
October,1.90,4.08,2.00,,,,,,,,,
November,7.54,1.71,4.06,,,,,,,,,
December,8.88,3.28,1.95,,,,,,,,,
Total,,35.06,31.30,,,,,,,,,
Calc annual,33.13,35.06,31.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
