"GREATHAM (MANOR HOUSE)",,,,,,,,,,,,
Grid ref,SU774302,Long,-0.896787,Lat,51.065926,,,,,,,
Station no,737,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.79,2.80,0.98,1.58,3.22,5.23,3.14,3.80,3.63,4.10,,
February,7.18,0.67,1.56,2.92,1.61,0.05,4.94,2.28,0.16,3.47,,
March,5.01,2.41,0.60,3.39,1.34,0.57,2.40,1.56,3.28,1.78,,
April,2.99,2.22,2.28,0.27,0.24,1.30,0.37,0.95,3.13,1.07,,
May,2.37,2.68,2.67,3.16,4.94,0.19,1.40,2.82,1.05,1.19,,
June,1.97,1.33,1.80,3.54,2.42,2.32,1.56,3.15,1.27,1.75,,
July,2.28,0.81,3.67,2.76,0.37,3.96,4.86,1.86,4.64,4.14,,
August,4.95,3.12,2.05,3.25,0.74,4.33,2.95,4.34,2.76,4.63,,
September,3.01,3.82,2.71,3.42,2.35,3.71,3.28,4.92,0.09,4.85,,
October,1.46,4.34,3.68,3.25,4.61,2.23,2.37,2.60,3.22,8.40,,
November,9.53,3.97,1.73,6.54,3.16,0.73,3.71,2.46,4.90,6.31,,
December,3.69,2.64,0.76,3.24,4.19,5.57,2.38,3.97,7.97,4.14,,
Total,49.23,30.81,24.49,37.32,29.19,30.19,33.36,34.71,36.10,45.83,,
Calc annual,49.23,30.81,24.49,37.32,29.19,30.19,33.36,34.71,36.10,45.83,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
