"SEDBERGH (BRIGFLATTS)",,,,,,,,,,,,
Grid ref,SD642912,Long,-2.551806,Lat,54.315125,,,,,,,
Station no,3070,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.44,5.59,3.45,5.38,3.93,3.96,8.08,5.60,3.23,6.44,,
February,5.81,1.64,3.82,4.39,1.93,1.48,4.43,7.15,2.13,4.59,,
March,5.50,3.57,1.34,3.21,1.21,1.97,4.60,1.01,3.60,1.57,,
April,3.76,4.03,3.54,2.20,3.07,1.06,1.10,1.75,3.74,3.09,,
May,1.16,2.68,2.45,4.42,4.63,3.22,3.63,5.89,1.23,2.32,,
June,1.56,5.67,5.91,4.85,4.07,1.80,2.48,3.43,3.72,2.08,,
July,4.93,2.16,7.90,8.36,1.83,3.05,4.59,3.56,4.01,7.15,,
August,5.61,6.06,6.53,7.69,1.78,10.90,5.63,4.60,1.11,3.34,,
September,6.16,4.23,7.95,10.21,3.79,3.01,5.26,5.66,1.29,4.06,,
October,1.38,4.06,2.14,12.31,2.83,5.18,7.41,6.20,5.74,2.59,,
November,9.05,2.48,7.88,9.36,2.17,1.86,1.33,1.64,6.11,10.11,,
December,13.72,5.46,3.41,10.76,9.29,6.42,5.44,3.63,9.61,7.00,,
Total,65.08,47.63,56.32,83.14,40.53,43.91,53.98,50.12,45.52,54.34,,
Calc annual,65.08,47.63,56.32,83.14,40.53,43.91,53.98,50.12,45.52,54.34,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
