"AYLESBURY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SP805142,Long,-0.833476,Lat,51.820636,,,,,,,
Station no,990,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.10,1.62,1.11,0.78,1.95,3.18,1.40,2.61,3.22,2.38,,
February,3.88,0.50,1.33,1.65,1.03,0.31,2.87,2.48,0.03,1.66,,
March,3.23,2.13,0.64,2.05,0.97,1.07,1.33,1.34,2.01,0.81,,
April,2.42,1.35,2.19,0.27,0.61,1.25,0.18,0.75,2.05,0.61,,
May,2.56,2.06,1.65,3.53,4.80,0.26,1.13,1.68,0.60,1.33,,
June,1.78,1.25,1.76,3.31,2.69,1.81,2.04,3.14,2.50,1.77,,
July,1.28,0.50,2.39,2.22,0.23,3.34,2.40,2.58,2.31,4.68,,
August,4.63,2.64,2.56,3.21,0.52,3.69,2.75,3.54,0.86,2.46,,
September,2.61,2.59,1.56,1.51,1.46,2.35,2.88,3.80,0.18,3.50,,
October,1.14,2.60,2.12,1.81,2.17,1.84,2.40,3.12,1.98,4.96,,
November,5.10,2.90,1.20,3.42,1.16,0.78,1.86,2.33,1.90,3.44,,
December,1.68,2.46,0.49,2.43,2.57,2.78,2.20,2.53,3.96,3.73,,
Total,33.41,22.60,19.00,26.19,20.16,22.66,23.44,29.90,21.60,31.33,,
Calc annual,33.41,22.60,19.00,26.19,20.16,22.66,23.44,29.90,21.60,31.33,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
