"CROSSEND (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SD378206,Long,-2.943113,Lat,53.678145,,,,,,,
Station no,3012/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,3.00,1.14,2.66,2.30,3.79,2.78,3.17,3.15,4.85,,
February,2.11,0.95,0.65,3.21,2.26,0.27,2.80,5.50,0.34,1.98,,
March,3.89,1.70,0.96,2.25,1.39,1.05,2.37,1.26,1.37,1.55,,
April,1.08,2.72,1.94,1.03,1.69,1.94,0.39,1.11,2.64,1.28,,
May,2.77,2.51,2.05,2.60,2.15,1.27,1.89,3.98,1.56,2.36,,
June,0.86,2.28,1.52,2.74,3.05,1.54,1.40,3.15,3.11,1.38,,
July,1.55,1.52,2.74,3.96,0.98,4.18,4.46,2.77,3.94,4.18,,
August,3.53,3.06,3.78,4.21,1.29,10.88,4.67,3.55,0.47,3.45,,
September,2.65,3.87,4.33,4.13,3.06,3.07,5.81,3.26,0.51,3.67,,
October,1.63,2.83,1.65,6.94,2.11,2.06,4.84,3.45,3.00,2.90,,
November,6.75,1.98,3.52,5.70,1.44,1.43,1.33,1.59,4.60,6.49,,
December,6.61,2.91,1.49,3.44,3.46,2.81,3.15,3.05,5.78,3.63,,
Total,35.92,29.33,25.77,42.87,25.18,34.29,35.89,35.84,30.47,37.72,,
Calc annual,35.92,29.33,25.77,42.87,25.18,34.29,35.89,35.84,30.47,37.72,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
