"HARROLD",,,,,,,,,,,,
Grid ref,SP952569,Long,-0.608409,Lat,52.202118,,,,,,,
Station no,1183/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,1.73,3.71,1.19,2.64,3.61,,,
February,,,,,1.24,0.49,2.36,2.80,0.05,,,
March,,,,,1.80,0.75,1.80,1.57,2.84,,,
April,,,,,0.54,1.00,0.27,0.97,1.88,,,
May,,,,,3.50,0.46,1.78,1.86,0.40,,,
June,,,,,2.00,3.11,2.22,5.22,0.67,,,
July,,,,,0.37,4.01,2.35,2.52,,,,
August,,,,,0.84,3.40,1.69,3.07,,,,
September,,,,,1.28,1.62,3.67,2.36,,,,
October,,,,2.03,1.36,1.49,1.52,2.15,,,,
November,,,,4.21,1.28,0.95,1.68,1.75,,,,
December,,,,2.29,2.14,2.86,2.24,2.59,,,,
Total,,,,,18.08,23.85,22.77,29.50,,,,
Calc annual,0.00,0.00,0.00,8.53,18.08,23.85,22.77,29.50,9.45,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,,
