"WORKSOP (BRACEBRIDGE SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SK597790,Long,-1.105580,Lat,53.304591,,,,,,,
Station no,2632/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.92,1.91,0.63,0.99,1.87,3.33,1.08,1.93,2.09,4.34,,
February,2.97,0.25,1.66,2.10,2.06,0.84,1.66,3.10,0.06,2.33,,
March,2.68,1.80,1.24,1.45,2.55,0.70,1.46,1.37,0.90,1.53,,
April,1.12,0.83,2.11,0.21,0.69,2.02,0.17,0.32,2.39,0.81,,
May,3.27,1.71,2.01,2.83,2.93,0.28,1.09,2.43,0.81,1.17,,
June,0.76,2.15,1.52,1.95,2.35,3.80,1.53,5.04,0.91,0.64,,
July,0.64,0.78,1.89,1.89,0.63,2.33,4.09,4.68,0.83,2.73,,
August,4.22,0.96,1.42,4.64,0.36,6.09,3.70,1.97,0.63,2.77,,
September,1.85,1.87,1.03,1.73,0.41,1.58,3.90,1.44,0.00,3.69,,
October,0.79,2.82,2.12,2.77,1.74,1.23,1.08,1.65,1.89,5.36,,
November,5.47,1.47,1.04,4.39,1.66,0.77,2.59,0.61,2.97,3.26,,
December,1.50,1.79,0.92,2.35,1.73,2.46,1.40,2.94,2.90,2.29,,
Total,27.19,18.34,17.59,27.30,18.98,25.43,23.75,27.48,16.38,30.92,,
Calc annual,27.19,18.34,17.59,27.30,18.98,25.43,23.75,27.48,16.38,30.92,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
