"ILKESTON (NEW STANTON)",,,,,,,,,,,,
Grid ref,SK475386,Long,-1.294609,Lat,52.942696,,,,,,,
Station no,2711,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,1.89,0.83,1.18,2.42,3.21,1.51,2.64,3.17,5.00,,
February,2.91,0.56,1.80,2.21,1.61,0.76,2.34,3.62,0.11,2.05,,
March,3.23,2.46,1.16,2.00,2.10,0.65,2.36,1.72,1.29,1.49,,
April,1.67,1.49,2.20,0.37,1.07,1.70,0.12,0.78,2.26,1.01,,
May,3.10,2.76,1.72,2.25,2.69,0.58,0.80,2.65,0.44,1.13,,
June,1.34,2.46,2.66,3.73,3.56,2.94,1.49,3.78,0.74,2.25,,
July,0.71,1.25,1.60,1.83,0.76,2.37,1.91,4.49,1.11,3.02,,
August,4.76,2.10,1.47,4.42,0.72,5.53,3.28,2.56,0.94,3.79,,
September,1.21,1.19,2.02,2.70,0.51,2.47,5.82,2.55,0.04,3.81,,
October,0.79,2.58,1.86,2.74,1.71,1.27,1.30,2.17,2.04,5.23,,
November,4.88,1.44,1.76,4.57,1.63,0.94,2.20,1.40,2.44,3.03,,
December,1.66,2.14,0.75,2.61,2.48,2.58,2.21,2.85,3.41,3.34,,
Total,28.37,22.32,19.83,30.61,21.26,25.00,25.34,31.21,17.99,35.15,,
Calc annual,28.37,22.32,19.83,30.61,21.26,25.00,25.34,31.21,17.99,35.15,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
