"BURTON (OUTWOODS HOSPITAL)",,,,,,,,,,,,
Grid ref,SK232248,Long,-1.657180,Lat,52.820240,,,,,,,
Station no,2361,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.13,2.18,0.97,0.97,2.20,3.20,1.34,2.27,3.07,5.76,,
February,2.43,0.71,1.64,2.22,2.12,0.83,1.81,3.95,0.29,1.71,,
March,3.67,2.32,1.16,1.85,2.63,1.36,2.21,1.79,1.81,1.64,,
April,1.93,2.31,2.39,0.52,1.37,1.13,0.13,0.66,2.66,1.14,,
May,2.88,3.15,2.15,2.75,3.31,0.69,0.78,1.99,0.38,1.66,,
June,2.08,3.16,2.59,2.90,3.63,2.63,1.25,4.02,0.86,3.40,,
July,1.04,1.92,3.14,2.42,0.59,3.26,3.63,4.74,2.27,3.51,,
August,7.61,1.88,2.92,4.71,0.72,4.74,2.98,1.85,0.97,3.51,,
September,1.92,1.43,2.28,2.37,1.56,1.78,5.70,2.94,0.10,4.99,,
October,0.75,2.80,2.23,3.63,1.60,1.44,1.65,3.06,2.54,5.99,,
November,5.66,1.46,1.68,4.44,2.18,0.83,1.95,1.95,3.30,3.22,,
December,2.05,2.96,1.33,3.21,1.83,2.63,1.63,3.25,3.59,2.83,,
Total,34.15,26.28,24.48,31.99,23.74,24.52,25.06,32.47,21.84,39.36,,
Calc annual,34.15,26.28,24.48,31.99,23.74,24.52,25.06,32.47,21.84,39.36,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
