"KIELDER (CARRY BURN)",,,,,,,,,,,,
Grid ref,NT652010,Long,-2.549674,Lat,55.301862,,,,,,,
Station no,3580/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.43,4.73,2.44,4.50,5.50,,,,,,,
February,2.91,1.10,2.58,3.00,3.10,,,,,,,
March,2.59,2.30,0.97,4.01,,,,,,,,
April,3.75,3.15,4.73,1.32,,,,,,,,
May,2.30,2.72,2.80,5.60,,,,,,,,
June,1.06,2.28,4.83,3.00,,,,,,,,
July,2.33,2.27,5.02,5.60,,,,,,,,
August,2.84,4.60,4.15,9.38,,,,,,,,
September,4.23,5.11,4.56,4.22,,,,,,,,
October,1.60,5.06,2.55,10.50,,,,,,,,
November,7.75,4.20,5.27,6.62,,,,,,,,
December,7.81,6.00,2.16,8.00,,,,,,,,
Total,43.10,43.52,42.06,65.75,,,,,,,,
Calc annual,43.60,43.52,42.06,65.75,8.60,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.50,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
