"DOLLAR (ARNDEAN)",,,,,,,,,,,,
Grid ref,NS992983,Long,-3.624832,Lat,56.166664,,,,,,,
Station no,5465/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,3.47,5.08,,,,,
February,,,,,,1.56,3.48,,,,,
March,,,,,,2.50,4.48,,,,,
April,,,,,,0.88,1.75,,,,,
May,,,,,,2.63,2.81,,,,,
June,,,,,1.80,3.10,2.11,,,,,
July,,,,,1.46,5.15,5.80,,,,,
August,,,,,1.30,6.90,5.72,,,,,
September,,,,,3.81,3.87,2.25,,,,,
October,,,,,3.94,3.15,4.37,,,,,
November,,,,,2.14,1.07,,,,,,
December,,,,,8.96,6.16,,,,,,
Total,,,,,,40.44,,,,,,
Calc annual,0.00,0.00,0.00,0.00,23.41,40.44,37.85,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,,
