"HAYFIELD (KINDER FILTERS)",,,,,,,,,,,,
Grid ref,SK054880,Long,-1.920271,Lat,53.388813,,,,,,,
Station no,2643/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.91,5.00,2.59,4.89,4.07,7.29,2.63,4.67,4.20,6.07,,
February,5.05,2.32,3.25,4.07,2.94,2.42,3.79,7.61,0.52,3.39,,
March,6.33,2.42,3.42,2.99,3.53,1.97,3.18,2.38,2.10,1.62,,
April,3.07,3.84,3.36,0.84,2.01,2.24,0.58,1.12,3.16,2.24,,
May,2.49,3.26,2.53,3.93,5.11,1.55,1.47,4.34,0.85,2.01,,
June,1.72,2.97,3.83,3.30,3.01,3.10,1.64,5.72,2.24,1.42,,
July,3.58,3.62,5.88,7.86,0.81,6.54,6.24,5.92,4.25,7.07,,
August,5.87,2.14,4.34,6.83,0.53,9.87,7.33,3.84,0.49,6.57,,
September,2.09,5.03,2.73,4.76,2.49,4.26,8.66,5.22,0.20,4.75,,
October,1.16,5.91,2.29,6.54,2.64,2.95,3.92,4.60,3.51,4.99,,
November,9.04,3.61,3.00,6.67,2.28,2.14,2.93,2.10,5.53,5.71,,
December,6.05,4.22,1.91,6.84,5.41,7.07,6.30,4.40,6.44,4.47,,
Total,51.36,44.34,39.13,59.52,34.83,51.40,48.67,51.92,33.49,50.31,,
Calc annual,51.36,44.34,39.13,59.52,34.83,51.40,48.67,51.92,33.49,50.31,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
