"LINGFIELD (SEWAGE WORKS) (+A)  SURREY",,,,,,,,,,,,
Grid ref,TQ387450,Long,-0.016709,Lat,51.187405,,,,,,,
Station no,66/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.45,2.79,1.62,1.52,3.16,4.33,1.86,2.95,2.51,2.98,,
February,6.72,0.80,1.81,2.31,1.57,0.40,4.41,2.28,0.06,2.14,,
March,3.82,3.03,0.43,2.55,1.31,1.01,1.09,1.61,2.17,1.80,,
April,2.46,1.68,3.12,0.42,0.28,1.28,0.14,1.18,2.13,0.64,,
May,1.87,1.35,1.32,3.65,4.21,0.35,1.44,2.15,0.51,1.51,,
June,2.01,1.01,1.59,3.63,1.70,2.53,1.10,4.71,1.07,1.80,,
July,2.52,0.80,3.20,3.00,0.25,4.22,3.61,2.44,1.60,3.24,,
August,4.27,2.78,1.73,2.70,1.40,2.84,3.26,3.15,1.25,3.91,,
September,2.55,2.74,4.47,2.38,2.34,2.69,2.86,6.40,0.07,4.45,,
October,1.40,2.94,4.40,2.75,4.72,1.60,1.38,3.10,3.18,6.64,,
November,5.84,3.93,1.62,5.70,1.13,0.97,3.64,1.73,2.92,5.98,,
December,2.76,2.68,0.89,2.07,2.58,3.83,1.98,4.12,6.12,3.95,,
Total,39.67,26.53,26.20,32.68,24.65,26.05,26.77,35.82,23.59,39.04,,
Calc annual,39.67,26.53,26.20,32.68,24.65,26.05,26.77,35.82,23.59,39.04,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
