"FULWOOD W.W. (HAIGHTON RES.)",,,,,,,,,,,,
Grid ref,SD574352,Long,-2.648435,Lat,53.811331,,,,,,,
Station no,3053/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.57,4.09,2.04,4.81,2.84,4.24,3.65,3.56,2.64,5.46,,
February,3.06,1.30,1.22,2.74,1.86,0.60,2.72,6.97,0.59,2.60,,
March,5.01,2.04,1.00,2.20,1.31,1.31,3.37,1.65,1.68,1.28,,
April,2.66,3.63,2.75,1.44,2.35,1.80,0.63,1.55,2.29,2.59,,
May,1.17,1.98,2.11,2.39,2.95,1.83,2.15,4.88,1.54,2.39,,
June,1.87,3.85,1.81,4.28,3.00,3.01,1.61,4.95,3.41,1.09,,
July,2.43,2.03,5.35,6.39,1.14,4.52,5.03,3.67,3.83,6.05,,
August,3.92,6.00,4.37,6.71,1.04,13.00,5.22,4.34,0.61,5.27,,
September,2.72,3.74,4.27,6.80,3.35,4.53,7.53,5.41,0.49,3.48,,
October,1.56,2.91,1.63,8.56,2.81,3.12,6.68,3.87,4.62,2.61,,
November,8.09,2.12,5.09,6.00,1.74,1.89,1.28,2.05,5.14,8.94,,
December,9.82,4.11,2.07,4.85,4.79,3.95,4.90,3.33,7.10,4.92,,
Total,46.88,37.80,33.71,57.17,29.18,43.80,44.77,46.23,33.94,46.68,,
Calc annual,46.88,37.80,33.71,57.17,29.18,43.80,44.77,46.23,33.94,46.68,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
