"LOCH GOIN RESERVOIR",,,,,,,,,,,,
Grid ref,NS534473,Long,-4.334083,Lat,55.696935,,,,,,,
Station no,5240,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.63,6.37,5.11,5.85,3.17,3.86,7.39,6.50,2.55,4.98,,
February,4.01,3.34,2.69,4.34,3.14,2.45,3.77,4.16,3.68,4.18,,
March,4.47,3.75,1.37,4.13,1.86,3.57,6.50,1.60,3.39,2.28,,
April,4.41,3.57,2.86,2.84,4.25,1.80,4.34,2.37,2.64,4.69,,
May,1.74,2.26,2.78,3.34,4.19,4.60,2.76,2.19,1.31,2.14,,
June,3.06,4.06,1.97,7.11,2.95,4.23,3.84,3.23,3.25,2.88,,
July,6.18,5.64,7.52,6.08,1.68,5.80,5.38,4.98,9.16,4.42,,
August,6.87,5.39,5.55,6.08,2.10,5.89,6.20,5.02,1.72,5.39,,
September,4.69,4.65,8.26,8.29,6.48,5.40,4.57,4.86,1.77,4.70,,
October,2.18,4.94,4.80,13.06,4.48,4.82,7.65,4.76,8.27,3.42,,
November,7.69,3.30,12.80,8.20,2.58,2.61,2.96,2.24,8.75,6.56,,
December,10.73,5.48,7.03,10.17,10.83,8.57,7.45,6.06,9.21,8.82,,
Total,62.66,52.75,62.74,79.49,47.71,53.60,62.81,47.97,55.70,54.46,,
Calc annual,62.66,52.75,62.74,79.49,47.71,53.60,62.81,47.97,55.70,54.46,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
