"PENTLAND HILLS (CLUBBIEDEAN RESERVOIR)",,,,,,,,,,,,
Grid ref,NT203670,Long,-3.275845,Lat,55.889515,,,,,,,
Station no,5132,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.94,2.29,0.33,3.23,2.45,1.48,3.06,1.99,1.05,2.48,,
February,2.51,0.50,0.80,1.70,1.64,1.88,3.04,2.24,0.47,2.58,,
March,3.42,1.24,0.32,1.62,2.21,1.21,1.63,2.21,0.66,1.25,,
April,2.42,1.47,2.72,1.22,0.47,0.74,0.78,1.78,2.07,0.93,,
May,3.24,2.05,2.08,4.31,2.37,0.80,2.05,2.36,0.74,1.03,,
June,1.89,2.60,1.66,2.23,0.74,2.81,1.53,4.30,1.63,1.15,,
July,3.02,1.96,4.37,1.86,2.05,5.76,5.14,7.06,3.25,2.93,,
August,5.99,4.09,2.02,5.56,1.18,7.37,4.24,3.94,0.33,4.52,,
September,1.00,2.23,3.31,3.00,1.47,4.59,1.75,3.18,0.56,1.93,,
October,0.53,1.93,1.49,6.56,1.57,1.81,2.07,1.39,2.21,4.47,,
November,5.41,2.63,3.41,3.69,1.10,0.75,1.88,1.04,5.17,3.01,,
December,2.48,3.11,3.39,2.79,4.36,2.60,2.42,4.80,3.14,2.47,,
Total,34.85,26.10,25.90,37.77,21.61,31.80,29.59,36.29,21.28,28.75,,
Calc annual,34.85,26.10,25.90,37.77,21.61,31.80,29.59,36.29,21.28,28.75,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
