"TORTWORTH SCHOOL",,,,,,,,,,,,
Grid ref,ST700930,Long,-2.434864,Lat,51.635001,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.50,1.29,,
February,,,,,,,,,1.42,0.54,,
March,,,,,,,,,2.74,3.11,,
April,,,,,,,,,2.53,2.40,,
May,,,,,,,,,1.46,1.72,,
June,,,,,,,,,0.73,3.18,,
July,,,,,,,,,2.20,2.45,,
August,,,,,,,,,5.45,2.37,,
September,,,,,,,,,2.70,3.51,,
October,,,,,,,,,2.23,5.27,,
November,,,,,,,,,1.25,1.31,,
December,,,,,,,,,2.32,4.36,,
Total,,,,,,,,33.04,26.53,31.51,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.53,31.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.04,0.00,0.00,,
