"RIVINGTON, BROWN HILL OLD GAUGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD639158,Long,-2.546567,Lat,53.637684,Elevation,843,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84,2.51,3.53,2.71,3.47,1.32,5.56,1.45,2.71,2.01,4.19,1.25,3.2,3.59,2.45,5.41,3.18,2.87,2.9,4.62,3.99,7.02,4.55,4.53,3.36,2.64,4.32,3.93,9.66,1.95,5.84,5.18,4.69,2.64,3.14,2.71,4.22,2.97,4.69,4.55,2.39,1.88,4.73,5.25,,,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.72,1.42,3.17,2.97,1.52,2.97,1.06,3.6,1.59,3.66,3.71,1.92,1.31,2.54,5.08,3.37,1.35,4.45,0.96,2.9,0.29,4.12,5.8,1.25,6.69,4.22,1.98,4.25,1.19,0.33,4.16,0.13,4.32,0.3,5.15,2.44,4.85,1.39,4.39,2.53,6.2,2.13,2.54,,,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.84,2.67,3.8,1.75,2.97,2.87,2.84,2.9,2.87,0.92,1.72,6.2,4.45,4.59,1.75,1.68,2.6,1.84,4.68,4.09,2.74,2.57,2.24,1.85,2.13,1.45,5.74,3.32,1.62,2.97,0.63,3.14,3.23,2.81,1.38,3.04,2.24,1.65,2.05,2.84,3.09,3.3,1.32,,,,,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.9,2.77,1.55,2.21,2.53,1.82,2.11,4.06,3.86,3.24,3.27,0.76,5.24,1.18,2.24,4.06,2.21,1.15,2.92,5.77,2.04,2.64,3.63,2.08,2.31,1.54,3.13,1.19,1.22,2.7,3.5,3.07,2.01,3,3.5,1.22,3.83,0.5,2.84,3.04,2.31,1.85,2.85,,,,,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,1.02,4.13,3.83,1.83,0.86,3.93,4.19,3.33,2.61,3.53,3.2,2.54,3.63,2.17,1.55,3.46,2.01,2.87,1.43,6.73,2.93,1.94,3.96,5.35,5.1,3.26,1.58,1.19,3.1,1.82,2.44,4.82,2.21,3.63,1.45,1.62,2.67,4.52,1.53,1.12,2.67,4.03,3.51,,,,,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.37,2.11,1.58,2.31,2.16,2.51,7.84,1.86,3.99,3.63,3.96,6.04,2.87,1.74,2.24,3.86,2.61,2.6,2.57,2.73,0.62,3.63,1.52,3.5,0.13,2.1,4.91,6.5,1.82,2.87,6.54,0.86,3.3,2.34,3.63,4.65,2.24,4.87,3.63,1.09,0.53,0.92,,,,,,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.28,4.59,4.22,1.58,2.62,2.21,3.56,5.58,6.5,5.64,0.33,5.45,1.74,5.69,4.59,2.97,2.21,4.12,1.81,6.8,1.65,5.18,5.51,5.25,2.81,4.02,4.29,2.81,4.26,6.6,3.9,4.79,2.87,2.24,1.98,5.31,2.21,5.28,7.33,5.91,2.44,5.02,,,,,,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,2.94,2.9,6.04,4.57,4.49,4.03,4.75,3.63,4.59,5.68,4.62,8.28,3.03,3.49,6,3.1,7.85,5.06,4.51,2.83,7.16,5.31,5.54,8.28,4.6,5.02,5.54,6.43,5.18,8.42,5.35,1.39,3.43,5.45,1.88,2.87,2.48,3.66,2.41,2.81,6.67,5.61,,,,,,,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,1.22,2.54,5.35,1.39,2.67,1.81,1.11,5.38,2.89,0.66,3.96,2.64,2.31,3.8,0.99,3.59,2.37,11.35,2.41,3.49,1.61,5.11,5.04,4.75,4.84,3.82,6.43,1.35,2.28,3.53,5.25,5.97,0.86,3.66,7.39,4.42,1.88,2.95,1.62,4.49,1.35,3.33,,,,,,,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,3.93,4.65,8.48,3,4.32,6.47,2.94,2.31,6.07,3.4,2.64,5.15,2.31,2.94,2.47,7.22,7.82,4.55,3.03,1.4,3.17,0.82,6.43,5.31,5.16,3.1,4.42,5.9,6.8,6.34,2.71,7.92,4.03,5.51,7.39,4.13,2.38,8.53,2.51,4.41,4.87,6.93,,,,,,,,
