GLYMPTON PARK,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6472,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.37,2.30,2.76,1.88,3.01,1.53,3.66,2.34,3.60,1.26,,
February,0.66,0.44,2.26,5.08,0.38,3.06,2.24,3.35,2.26,1.15,,
March,3.34,1.09,2.15,2.09,1.00,0.46,0.43,2.41,1.57,0.22,,
April,5.01,1.02,3.32,2.70,3.36,2.09,3.17,1.30,0.99,1.65,,
May,2.92,1.63,1.20,1.22,6.63,3.84,2.97,0.90,0.40,2.41,,
June,2.11,0.34,0.96,0.16,3.75,0.08,3.31,3.14,2.35,1.28,,
July,3.84,0.44,5.24,1.56,4.97,4.66,2.65,2.41,3.10,1.18,,
August,1.51,2.19,4.23,2.24,2.22,2.75,1.18,3.46,2.65,1.96,,
September,1.49,1.68,2.09,2.73,3.88,3.85,1.13,6.15,0.75,0.68,,
October,2.08,1.40,0.93,3.88,3.76,3.05,2.33,1.75,4.01,4.28,,
November,1.08,1.99,1.77,1.55,2.18,1.89,5.48,2.96,4.00,8.09,,
December,2.62,1.59,3.28,2.95,4.58,1.39,0.46,3.55,2.60,5.97,,
Total,29.03,16.11,30.19,28.04,39.72,28.65,29.01,33.72,28.28,30.13,,
Calc annual,29.03,16.11,30.19,28.04,39.72,28.65,29.01,33.72,28.28,30.13,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,
