RIVINGTON STONESHOUSE NO. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD621162,Long,-2.574727,Lat,53.640931,Elevation,623,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,2.91,3.81,3.03,3.93,1.58,6.1,1.62,2.82,2.1,4.28,1.28,4.04,3.91,2.63,5.22,2.63,2.9,2.33,4.76,4.36,6.03,3.4,3.83,3.15,3.11,4.95,4.99,8.56,2.11,5.76,5.36,4.25,3.01,3.33,2.33,5.66,3.06,4.72,5.82,2.81,2.39,4.67,,,,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,1.99,2.63,3.46,4.53,1.73,3.65,1.63,3.91,1.41,3.73,3.9,1.88,1.31,2.52,4.62,3.53,0.87,4.17,1.13,2.86,0.24,3.89,5.73,1.18,6.42,4.23,2.26,3.65,1.21,0.3,3.89,0.11,4.12,0.26,5.03,3.39,5.95,1.45,4.32,2.63,5,2.22,,,,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,3.61,2.89,4.18,3.01,3.4,3.18,3.28,3.54,3.85,0.97,1.55,5.88,4.81,3.9,1.6,2.5,2.32,1.74,5.74,4.36,2.85,2.65,1.91,1.53,1.94,1.35,6.35,3.26,1.56,2.81,0.48,2.64,2.68,2.76,1.25,2.98,2.55,1.46,2.25,2.6,3.18,3.25,,,,,,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.98,2.84,1.74,2.37,2.71,1.86,2.13,3.19,3.64,3.41,3.32,0.69,5.32,0.93,1.98,3.73,2.34,1.37,2.63,5.57,2.02,2.45,3.52,1.86,2.4,1.51,3.63,1.22,1.21,3.13,3.07,2.74,1.74,2.89,3.22,1.61,3.55,0.49,3.37,2.71,1.93,1.89,,,,,,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,1,4.19,3.94,2.14,1.05,4.17,4.08,3.45,3.1,3.45,2.92,2.65,3.82,1.77,1.47,2.8,1.78,2.42,1.44,6.97,2.67,1.86,4.09,4.93,5.22,3.23,1.58,1.24,3.12,1.87,2.27,4.31,2.19,3.58,1.56,2.15,3.02,4.56,1.6,1.21,2.37,4,,,,,,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,2.35,1.88,2,2.58,2.22,2.76,8.08,1.89,3.9,3.7,3.95,5.89,2.85,1.56,2.23,3.83,2.51,2.49,2.39,2.84,0.55,3.42,1.12,3.24,0.08,2.14,4.91,6.19,1.65,2.63,6.42,0.77,3.11,2.18,3.25,5.36,2.15,5.17,3.6,0.95,0.56,0.98,,,,,,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.06,4.65,4.99,1.79,2.64,2.05,3.84,5.09,6.76,5.68,0.28,5.04,1.87,5.03,4.17,2.68,2.08,3.46,1.74,6.54,1.54,5.1,4.95,4.9,2.7,4.06,4.54,2.62,4.01,5.94,3.41,5.13,2.66,2.04,2.04,4.68,2.33,4.78,6.84,5.88,2.71,4.79,,,,,,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,3.11,2.97,5.92,4.62,4.63,4.4,4.96,3.47,3.94,5.66,3.96,7.96,2.56,2.94,5.18,3.11,7.16,5.21,4.46,3.51,6.45,5.19,5.5,7.65,4.13,4.67,5.25,5.89,4.78,7.77,5.03,1.31,3.01,5.13,1.65,2.79,2.41,3.34,2.24,2.55,5.99,4.61,,,,,,,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,1.18,2.77,5.99,1.52,2.71,1.77,1.15,5.63,2.91,0.59,4.14,2.59,2.14,3.49,0.88,3.02,2.28,11.09,2.23,3.28,1.64,4.75,4.75,4.52,4.78,4.25,6.18,1.3,1.95,3.47,5.63,5.4,0.89,3.7,7.6,4.38,1.86,3.26,1.44,4.42,1.18,,,,,,,,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,3.58,5.16,8.66,3.32,4.4,7.02,3.33,2.16,6.75,3.98,2.98,4.99,2.56,2.47,2.28,6.52,7.62,4.3,3.17,1.42,3.01,0.78,6.24,5.18,5.12,3.77,4.46,6.17,6.64,6.08,2.12,8.09,3.98,5.33,7.34,4.04,2.44,9.29,2.73,4.95,4.79,,,,,,,,,
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,4.85,3.14,4.34,3.25,5.2,3.43,3.61,3.07,2.07,6.4,4.58,3.12,4.66,4.67,1.56,2.97,4.3,2.72,2.78,1.51,2.9,3.71,4.95,2.6,5.3,7.33,5.79,6.04,8,6.92,8.25,3.48,2.76,2.86,5.26,6.55,2.53,6.12,7.06,8.17,2.76,,,,,,,,,
December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,4.1,3.55,2.67,3.78,1.24,5,3.57,2.4,6.89,4.29,7.91,3.51,2.81,5.92,8.87,3.31,2.33,8.85,6.51,2.95,5.19,5.45,4.86,6,2.45,2.16,1.99,2.98,6.43,5.69,2.21,2.02,0.69,6.53,3.95,4.87,2.73,6.06,2.99,4.89,2.53,,,,,,,,,
Total,,,,,,39.67,39.16,53.4,41.18,38.74,42,46.65,49.38,43.64,34.48,39.06,46.51,28,38.83,39.46,43.76,46.45,40.43,37.85,42.72,36.67,43.58,44.08,,,46.73,33.72,40.48,50.92,36.84,33.51,45.39,41.28,40.62,47.32,46.14,40.77,48.24,38.62,37.83,40.06,40.63,38.49,50.15,38.98,46.17,35.09,42.65,51.45,46.74,43.65,43.65,51.93,49.12,42.67,52.37,48.14,40.25,30.84,40.59,44.48,48.46,34.58,50.7,44.26,43.77,35.39,,,,,,,,,
